n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,24.42398452758789,24.42398452758789,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,465.068115234375,465.068115234375,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,607.8496704101562,607.8496704101562,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,1039.7608642578125,1039.7608642578125,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,1184.5755615234375,1184.5755615234375,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_raw,southCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
﻿n,southCueImage.started_mean,southCueImage.started_raw,southCueImage.started_std,southCueImage.stopped_raw,order
1.0,1617.953369140625,1617.953369140625,0.0,,0.0

extraInfo
session,001
participant,14
date,2019_Sep_04_1336
expName,viewing
psychopyVersion,3.1.2
frameRate,60.00019351082865
